"Code";"Text"
"K-WF-HP-*-PosRH-*";"Ich werde das ausprobieren und schauen, ob es passt, vielen Dank."
"K-WF-HP-*-PosRH-*";"Ich werde das definitiv versuchen, danke für den Rat."
"K-WF-HP-*-NegRH-*";"Danke für den Vorschlag, aber ich glaube nicht, dass das für mich funktionieren wird."
"K-WF-HP-*-NegRH-*";"Ich glaube nicht, dass das das Richtige für mich ist."
"K-WF-HP-*-NegRH-*";"Ich denke nicht, dass ich das umsetzen werde."
"K-WF-HP-*-NegRH-*";"Ich glaube nicht, dass ich mich damit wohl fühlen würde."
"K-WF-HP-*-NegRH-*";"Ich sehe nicht wirklich, wie mir das helfen könnte, daher werde ich es nicht umsetzen."
"K-WF-HP-*-Erf-*";"Ich fühle mich jetzt viel besser und denke, dass mein Problem gelöst ist. Danke!"
"K-WF-HP-*-Erf-*";"Ich habe die Lösung für mein Anliegen gefunden und fühle mich jetzt besser. Vielen Dank für Ihre Unterstützung!"
"K-WF-HP-*-Erf-*";"Mit Ihren Ratschlägen konnte ich mein Problem bewältigen. Vielen Dank für Ihre Hilfe!"
"K-WF-HP-*-Erf-*";"Ich fühle mich jetzt besser und betrachte mein Anliegen als erledigt. Vielen Dank für die Beratung!"
"K-WF-HP-*-Erf-*";"Ich darf viel mehr Also ich dachte meine Eltern rasten aus als ich ihnen erzählt habe das ich dort angerufen habe und über meine Probleme mit ihnen geredet habe aber sie meinten das sie nicht wussten das es mir so schlecht geht. Ab heute bin ich auch ganze anders"
"K-WF-HP-*-Erf-*";"Ich glaube ich habe nun, für mich, einen guten Weg gefunden. Das Einkaufen klappt zur Zeit prima. Er darf nun auch mit seinem kleinen Einkaufswagen herumfahren und ausser ein paar Rempler...passiert nichts mehr."
"K-WF-HP-*-MErf-*";"Ich danke Ihnfen für Ihre Hilfe, aber mien Problem besteht immer noch. Ich werde nach anderen Wegen suchen müssen."
"K-WF-HP-*-MErf-*";"Trotz unserer Versuche konnte ich mein Problem nicht lösen."
"K-WF-HP-*-MErf-*";"Leider habe ich trotz unserer Gespräche keine Lösung für mein Problem gefunden."
"K-FZ-*-*-NPR-*";"Ich bin offen für weitere Beratung und würde gerne wissen, wie Sie mich noch weiter unterstützen können."
"K-FZ-*-*-NPR-*";"Ich bin daran interessiert, weitere Beratung in Anspruch zu nehmen."
"B-FA-*-*-G-*";"Ich habe gelesen, dass dein Konsum wieder ausgeartet ist und ein kontrollierter Konsum bei dir nicht klappt. Wenn du möchtest, können wir gerne darüber sprechen."
"B-FA-*-*-G-*";"Wenn du mal Infos zu Safer Use möchtest, kannst du dich gerne bei uns melden."
"B-FA-*-*-G-*";"Hoffe es ist okay, dass ich dir mal schreibe? Hab gelesen, dass du momentan wieder Suizidgedanken hast."
"B-FA-*-*-G-*";"Eben auch an dich das Angebot, wenn du irgendwelche Fragen/Anliegen/Probleme hast, dann meld dich gerne bei uns"
"B-FA-*-*-G-*";"Ich habe deinen Erfahrungsbericht gelesen. Ich wollte einfach mal nachfragen"
"B-FA-*-*-G-*";"Ich hoffe, es ist in Ordnung, dass wir dich anschreiben."
"B-FA-*-*-G-*";"Wie kann ich dir heute helfen?"
"B-FA-*-*-G-*";"Wir haben gelesen, dass du psychisch belastet bist. Wenn du möchtest, kannst du gerne mit uns darüber sprechen."
"B-FA-*-*-G-*";"Ich habe im Kanal gelesen, dass du auch ein Suchtproblem hast. Wenn du möchtest, können wir uns gerne über dein Konsum sprechen!"
"B-FA-*-*-G-*";"Ich habe von deinen Beitrag gelesen. Wie gehts dir aktuell mit deinem Konsum?"
"B-FA-*-*-Mod-*";"Ah ok, ja dann lass uns doch einfach mal klären wo du gerade stehst und was du genau brauchst."
"B-FA-*-*-Mod-*";"Unsere Gespräche sind vertraulich, und du entscheidest, was du teilen möchtest. Wir sind hier, um dich zu unterstützen, und du kannst dich darauf verlassen, dass deine Privatsphäre respektiert wird."
"B-FA-*-*-Mod-*";"In dem Kontext bedeutet Selbstgefährdung, dass du uns erzählst, dass du konkrete Selbstmordabsichten hast. Dann sind wir gesetzlich verpflichtet, unsere Schweigepflicht zu brechen. Starker Drogenkonsum kann zwar selbstgefährdend sein, ist, so lange da aber keine Selbstmordabsicht (z.B. absichtlich geplante Überdosis) dahintersteckt, für unsere Schweigepflicht nicht relevant."
"B-FA-*-*-Mod-*";"Wir beraten auch zu Themen wie Sucht und Konsum."
"B-FA-*-*-Mod-*";"Wir können nicht durch persönliche Erfahrungen nachvollziehen, wie Substanzen wirken - was bei jeder Person durchaus unterschiedlich sein kann. In unserer Beratungsarbeit geht es mehr darum, für die jungen Menschen ein Ansprechpartner zu sein, wenn es darum geht über den Konsum zu sprechen und Veränderung zu unterstützen, wenn jemand das möchte z.B. Safer Use oder Konsum zu reduzieren."
"B-FA-*-*-Mod-*";"Wir sind Streetworker*innen für Jugendliche und junge Ewachsene. Wir sind an verschiedenen Orten unterwegs und sind Ansprechparter für die verschiedensten Themen. Unteranderem Konsum. Dabei ist uns auch das Thema Safer Use ein wichtiges Anliegen, dass ihr sicher durch euren Konsum kommt."
"B-FA-*-*-Mod-*";"Ja wir haben alle grundsätzlich Schweigepflicht. Im Falle einer klar offensichtlichen Selbst- und Fremdgefährdung und Kindeswohlgefährdung nach § 8a SGB VIII sind wir aber verpflichtet zu handeln."
"B-FA-*-*-Mod-*";"Wir sind Sozialarbeiter und wollen nur das Beste für dich."
"B-FA-*-*-Mod-*";"Dann bieten wir grundsätzlich natürlich auch Hilfe an, würden aber kein intensiveres Betreuungsverhältnis aufbauen, sondern eher an andere passende Angebote weitervermitteln."
"B-FA-*-*-Mod-*";"Unter anderem sind wir spezialisiert für die Unterstützung im Bereich Sucht und Konsum."
"B-WF-AK-RS-FPD-*";"Könnten Sie mir bitte Ihren vollständigen Namen verraten?"
"B-WF-AK-RS-FPD-*";"Hast du Geschwister?"
"B-WF-AK-RS-FPD-*";"Wie alt bist du?"
"B-WF-AK-RS-FPD-*";"Wo wohnst du aktuell?"
"B-WF-AK-RS-FPD-*";"Was machst du beruflich?"
"B-WF-AK-RS-FPD-*";"Wie gestalltest du deine Freizeit?"
"B-WF-AK-RS-FPD-*";"Welchem geschlecht ordnest du dich zu?"
"B-WF-AK-RS-FPD-*";"Welche pronomen bevorzugst du?"
"B-WF-AK-RS-FPD-*";"Wie möchtest du angesprochen werden?"
"B-WF-AK-RS-FPD-*";"Hast du Haustiere?"
"B-WF-AK-RS-FBL-*";"Welche Strategien hast du bisher angewendet, um dieses Problem zu bewältigen?"
"B-WF-AK-RS-FBL-*";"as waren die Ergebnisse der bisherigen Versuche, das Problem zu lösen?"
"B-WF-AK-RS-FBL-*";"Gab es schon Versuche, die Situation zu verbessern? Wenn ja, welche?"
"B-WF-AK-RS-FBL-*";"Wie bist du bisher mit ähnlichen Herausforderungen umgegangen?"
"B-WF-AK-RS-FBL-*";"Hast du schon verschiedene Ansätze ausprobiert, um eine Lösung zu finden?"
"B-WF-AK-RS-FBL-*";"Welche Maßnahmen wurden bisher ergriffen, um das Problem zu lösen?"
"B-WF-AK-RS-FBL-*";"Kannst du mir etwas über deine bisherigen Erfahrungen bei der Bewältigung solcher Situationen erzählen?"
"B-WF-AK-RS-FBL-*";"Welche Schritte hast du bisher unternommen, um das Problem anzugehen?"
"B-WF-AK-RS-FBL-*";"Hast du in der Vergangenheit ähnliche Probleme erfolgreich gelöst? Wenn ja, wie?"
"B-WF-AK-RS-FBL-*";"Gibt es bewährte Methoden oder Techniken, die du bereits ausprobiert hast?"
"B-WF-AK-RS-ERx-*";"Das klingt danach, als hättest du schon viel ausprobiert und einige Erfahrungen mit Drogenkonsum gesammelt."
"B-WF-AK-RS-ERx-*";"Es scheint, als hättest du gemerkt, dass die beruflichen Anforderungen einen großen Einfluss auf dein Wohlbefinden haben. Du denkst darüber nach, wie du eine gesündere Balance finden kannst."
"B-WF-AK-RS-ERx-*";"Du erzählst von deinen Schwierigkeiten, Entscheidungen zu treffen. Zugleich betonst du, dass du dir wünschst, selbstbewusster in deinen Wahlmöglichkeiten zu sein."
"B-WF-AK-RS-ERx-*";"Es klingt so, als ob du in deiner aktuellen Lebensphase nach einem Sinn suchst. Du erwähnst verschiedene Interessen, die dir wichtig sind, und überlegst, wie du sie besser integrieren kannst."
"B-WF-AK-RS-ERx-*";"Du sprichst darüber, wie sich deine Einstellung zu Fitness und Gesundheit verändert hat. Dabei lässt du erkennen, dass du dich bewusst mit deinem eigenen Wohlbefinden auseinandersetzt."
"B-WF-AK-RS-ERx-*";"Es fällt auf, dass du von deinen Ängsten sprichst und gleichzeitig den Wunsch äußerst, diese zu überwinden. Wie stellst du dir vor, diesen Prozess anzugehen?"
"B-WF-AK-RS-ERx-*";"Es fällt auf, dass du von deinen Ängsten sprichst und gleichzeitig den Wunsch äußerst, diese zu überwinden. Wie stellst du dir vor, diesen Prozess anzugehen?"
"B-WF-AK-RS-ERx-*";"Du beschreibst, wie du in bestimmten sozialen Situationen unsicher bist. Interessanterweise erwähnst du auch Momente, in denen du dich selbstbewusster fühlst. Was denkst du, trägt zu dieser Veränderung bei?"
"B-WF-AK-RS-ERx-*";"Es scheint, als würdest du dich in deiner aktuellen Beziehung unsicher fühlen. Du betonst jedoch auch die positiven Aspekte. Wie denkst du darüber nach, eine Balance zwischen diesen Gefühlen zu finden?"
"B-WF-AK-RS-ERx-*";"Du sprichst darüber, wie du in letzter Zeit vermehrt über deine berufliche Zukunft nachdenkst. Dabei betonst du, dass es dir wichtig ist, einen Job zu finden, der nicht nur finanziell, sondern auch persönlich erfüllend ist."
"B-WF-AK-RS-ERx-*";"Es fällt auf, dass du über persönliche Herausforderungen sprichst und gleichzeitig nach Lösungen suchst. Welche Strategien könntest du dir vorstellen, um mit diesen Herausforderungen umzugehen?"
"B-WF-AK-RS-ERx-*";"Du willst nichts überspielen/verdrängen/vergessen, das ist schon mal gut."
"B-WF-AK-RS-ERx-*";"Du erwähnst, wie wichtig dir deine Familie ist, trotz gelegentlicher Konflikte. Gleichzeitig denkst du darüber nach, wie du besser mit diesen Konflikten umgehen könntest. Hast du Ideen dazu?"
"B-WF-AK-RS-ERx-*";"Das stell ich mir gar nicht so einfach vor, vor allem bei Benzos, die ja doch sehr stark enthemmen."
"B-WF-AK-RS-ERx-*";"Das klingt so als hättest du auf der einen Seite deinen Lebenswilllen noch nicht verloren hast, auf der anderen Seite bist du perspektivlos."
"B-WF-AK-RS-ERx-*";"Da lese ich nämlich eine hohe Ambivalenz heraus."
"B-WF-AK-RS-ERx-*";"Dich um deinen Bruder kümmern und deine Mutter versuchen zu entlasten - das ist recht viel Verantwortung für deine 15 Jahre. Zudem kommt auch noch die Schule, Freizeit und Freunde hinzu."
"B-WF-AK-RS-ERx-*";"Ich finde es auch reflektiert, wie du beschreibst, dass du Alkohol als ""Realitätsflucht"" konsumierst."
"B-WF-AK-RS-ERx-*";"Klingt so als würde es zu Hause recht gut laufen, wenns dir wichtig ist auch ab und zu mal nach Hause zu fahren."
"B-WF-AK-RS-ERx-*";"Du beschreibst, wie du dich oft zurückziehst und allein sein möchtest. Dabei fällt auf, dass du gleichzeitig nach sozialer Unterstützung suchst."
"B-WF-AK-RS-FLL-SB";"Wie hat sich dein Familienstand in letzter Zeit entwickelt?"
"B-WF-AK-RS-FLL-SB";"Wie gut verstehst du dich mit deinen Nachbarn?"
"B-WF-AK-RS-FLL-SB";"Gibt es aktuell Probleme oder positive Entwicklungen in deinem Wohnviertel?"
"B-WF-AK-RS-FLL-SB";"Wie wichtig sind dir gute Beziehungen zu deinen Nachbarn?"
"B-WF-AK-RS-FLL-SB";"Wie läuft es mit deinen Mitbewohnern? Gibt es irgendwelche Konflikte?"
"B-WF-AK-RS-FLL-SB";"Wie teilst du Aufgaben und Verantwortlichkeiten im Haushalt?"
"B-WF-AK-RS-FLL-SB";"Hast du besondere Aktivitäten oder Traditionen mit deinen Mitbewohnern?"
"B-WF-AK-RS-FLL-SB";"Wie würdest du deine aktuelle romantische Beziehung beschreiben?"
"B-WF-AK-RS-FLL-SB";"Hast du vor, in naher Zukunft Veränderungen in deinem Liebesleben vorzunehmen?"
"B-WF-AK-RS-FLL-SB";"Wie gehst du mit den Höhen und Tiefen in deiner romantischen Beziehung um?"
"B-WF-AK-RS-FLL-SB";"Wie beeinflussen soziale Medien und Technologie deine sozialen Beziehungen?"
"B-WF-AK-RS-FLL-SB";"Hast du momentan eine feste Partnerschaft oder bist du eher Single?"
"B-WF-AK-RS-FLL-SB";"Hast du enge Beziehungen zu Menschen, die du nur online kennst?"
"B-WF-AK-RS-FLL-SB";"Wie gehst du mit den Herausforderungen in deiner Beziehung um?"
"B-WF-AK-RS-FLL-SB";"Gibt es in deinem Freundeskreis Veränderungen oder neue Entwicklungen?"
"B-WF-AK-RS-FLL-SB";"Wie wichtig sind dir deine Freundschaften, und wie pflegst du sie?"
"B-WF-AK-RS-FLL-SB";"Hast du momentan Schwierigkeiten in Bezug auf Freundschaften oder soziale Kontakte?"
"B-WF-AK-RS-FLL-SB";"Wie ist das Arbeitsklima in deinem Team oder Unternehmen?"
"B-WF-AK-RS-FLL-SB";"Hast du gute Beziehungen zu deinen Kollegen, oder gibt es Konflikte?"
"B-WF-AK-RS-FLL-SB";"Wie beeinflussen berufliche Veränderungen deine sozialen Beziehungen?"
"B-WF-AK-RS-FLL-BS";"Bist du auf Arbeit glücklich?"
"B-WF-AK-RS-FLL-BS";"Welche Fähigkeiten und Qualifikationen möchtest du in deiner beruflichen Laufbahn weiterentwickeln?"
"B-WF-AK-RS-FLL-BS";"Hast du schon einmal darüber nachgedacht, den Job zu wechseln?"
"B-WF-AK-RS-FLL-BS";"Wie gehst du mit beruflichem Stress um?"
"B-WF-AK-RS-FLL-BS";"Inwiefern beeinflusst dein Beruf deine Lebensqualität?"
"B-WF-AK-RS-FLL-BS";"Welche beruflichen Erfolge hast du bisher erzielt, auf die du besonders stolz bist?"
"B-WF-AK-RS-FLL-BS";"Wie siehst du die Work-Life-Balance in deinem aktuellen Job?"
"B-WF-AK-RS-FLL-BS";"Welche Veränderungen wünschst du dir in deiner beruflichen Umgebung?"
"B-WF-AK-RS-FLL-BS";"Hast du Vorbilder oder Personen, die deine berufliche Laufbahn beeinflusst haben?"
"B-WF-AK-RS-FLL-BS";"Welche Rolle spielt Weiterbildung in deinem Berufsleben?"
"B-WF-AK-RS-FLL-BS";"Wie gehst du mit beruflichen Rückschlägen um?"
"B-WF-AK-RS-FLL-BS";"Wie lange bist du schon in deinem aktuellen Job tätig?"
"B-WF-AK-RS-FLL-BS";"In welcher Weise hat sich dein Beruf im Laufe der Zeit verändert?"
"B-WF-AK-RS-FLL-BS";"Welchen beruflichen Werdegang hast du bisher durchlaufen?"
"B-WF-AK-RS-FLL-BS";"Welche beruflichen Herausforderungen begegnen dir aktuell?"
"B-WF-AK-RS-FLL-BS";"In welchem Bereich möchtest du dich beruflich weiterentwickeln?"
"B-WF-AK-RS-FLL-BS";"Hast du momentan berufliche Ziele, die du erreichen möchtest?"
"B-WF-AK-RS-FLL-BS";"Wie sieht ein typischer Arbeitstag für dich aus?"
"B-WF-AK-RS-FLL-BS";"Gibt es Aspekte in deinem Beruf, die du besonders schätzt?"
"B-WF-AK-RS-FLL-BS";"Wie gut harmoniert dein Beruf mit deinem Privatleben?"
"B-WF-AK-RS-FLL-EW";"Wie sieht deine berufliche Situation aus? Bist du aktuell angestellt oder selbstständig?"
"B-WF-AK-RS-FLL-EW";"Welche Auswirkungen hat die aktuelle wirtschaftliche Situation auf deine Lebensqualität?"
"B-WF-AK-RS-FLL-EW";"Welche beruflichen Ziele verfolgst du aktuell und wie planst du, sie zu erreichen?"
"B-WF-AK-RS-FLL-EW";"Welche Auswirkungen hat die aktuelle Wirtschaftslage auf die Verfügbarkeit von Arbeitsplätzen in deinem Bereich?"
"B-WF-AK-RS-FLL-EW";"Wie gestaltest du deine berufliche Weiterentwicklung und welche Schritte unternimmst du dafür?"
"B-WF-AK-RS-FLL-EW";"Welche finanziellen Entscheidungen stehen derzeit bei dir im Fokus?"
"B-WF-AK-RS-FLL-EW";"Gibt es bestimmte Herausforderungen in deinem Beruf, die du derzeit bewältigen musst?"
"B-WF-AK-RS-FLL-EW";"Wie beeinflusst deine Arbeitssituation dein alltägliches Leben?"
"B-WF-AK-RS-FLL-EW";"Hast du momentan finanzielle Ziele oder Herausforderungen, mit denen du konfrontiert bist?"
"B-WF-AK-RS-FLL-EW";"Welche Veränderungen in deinem Berufsleben planst du in naher Zukunft?"
"B-WF-AK-RS-FLL-EW";"Bist du mit deinem aktuellen Einkommen zufrieden oder gibt es bestimmte Verbesserungen, die du dir wünschen würdest?"
"B-WF-AK-RS-FLL-EW";"Wie wirkt sich die wirtschaftliche Lage allgemein auf deine Lebensentscheidungen aus?"
"B-WF-AK-RS-FLL-EW";"Welche Rolle spielt die berufliche Stabilität für dich persönlich?"
"B-WF-AK-RS-FLL-EW";"Hast du in letzter Zeit Veränderungen in deinem Beschäftigungsstatus erlebt?"
"B-WF-AK-RS-FLL-G";"Fallen dir denn Alternativen ein, die weniger oder gar nicht gesundheitliche Risiken mit sich bringen?"
"B-WF-AK-RS-FLL-G";"Haben Sie bestimmte Aktivitäten, die sich positiv auf Ihre Gesundheit auswirken?"
"B-WF-AK-RS-FLL-G";"Wie gehen Sie mit Stress um? Haben Sie derzeit stressige Lebenssituationen?"
"B-WF-AK-RS-FLL-G";"Haben Sie in letzter Zeit Veränderungen in Ihrer psychischen Gesundheit bemerkt?"
"B-WF-AK-RS-FLL-G";"Haben Sie Unterstützung oder Ressourcen zur Bewältigung von stressigen Situationen?"
"B-WF-AK-RS-FLL-G";"Wann waren Sie zuletzt bei einem Arzt oder Facharzt?"
"B-WF-AK-RS-FLL-G";"Halten Sie regelmäßige Vorsorgeuntersuchungen ein?"
"B-WF-AK-RS-FLL-G";"Gibt es bestimmte Gesundheitsziele, die Sie erreichen möchten?"
"B-WF-AK-RS-FLL-G";"Wie geht es Ihnen gesundheitlich?"
"B-WF-AK-RS-FLL-G";"Haben Sie derzeit gesundheitliche Herausforderungen oder Bedenken?"
"B-WF-AK-RS-FLL-G";"Gibt es bestimmte gesundheitliche Aspekte, die Sie gerne besprechen würden?"
"B-WF-AK-RS-FLL-G";"Können Sie mir etwas über Ihre medizinische Vorgeschichte erzählen?"
"B-WF-AK-RS-FLL-G";"Haben Sie chronische Erkrankungen oder gesundheitliche Probleme, die aktuell relevant sind?"
"B-WF-AK-RS-FLL-G";"Nehmen Sie regelmäßig Medikamente ein?"
"B-WF-AK-RS-FLL-G";"Wie sieht Ihr täglicher Lebensstil aus? (Ernährung, Bewegung, Schlafgewohnheiten)"
"B-WF-AK-RS-FLL-G";"Rauchen Sie oder konsumieren Sie Alkohol? In welchem Umfang?"
"B-WF-AK-RS-FLL-F";"Was sind Ihre Lieblingsfreizeitbeschäftigungen?"
"B-WF-AK-RS-FLL-F";"Haben Sie bestimmte Reiseziele oder -aktivitäten, die Sie besonders schätzen, wenn Sie frei haben?"
"B-WF-AK-RS-FLL-F";"Beschäftigen Sie sich in Ihrer Freizeit mit kreativen Aktivitäten wie Malen, Schreiben oder Musik?"
"B-WF-AK-RS-FLL-F";"Welche kreativen Ausdrucksformen liegen Ihnen besonders am Herzen?"
"B-WF-AK-RS-FLL-F";"Wie verbringen Sie Ihre Zeit online in Ihrer Freizeit?"
"B-WF-AK-RS-FLL-F";"Haben Sie Lieblings-Apps oder Websites, die Sie gerne nutzen, wenn Sie entspannen möchten?"
"B-WF-AK-RS-FLL-F";"Kochen Sie gerne in Ihrer Freizeit? Wenn ja, welche Art von Gerichten bereiten Sie am liebsten zu?"
"B-WF-AK-RS-FLL-F";"Welche Art von Musik hören Sie gerne in Ihrer Freizeit?"
"B-WF-AK-RS-FLL-F";"Spielen Sie gerne Gesellschaftsspiele in Ihrer Freizeit? Wenn ja, welche sind Ihre Favoriten?"
"B-WF-AK-RS-FLL-F";"Wie verbringen Sie einen geselligen Abend mit Freunden oder Familie?"
"B-WF-AK-RS-FLL-F";"Engagieren Sie sich in Ihrer Freizeit in sozialen Projekten oder Freiwilligenarbeit?"
"B-WF-AK-RS-FLL-F";"Welche Aktivitäten machen Ihnen besonders viel Spaß, wenn Sie Zeit für sich selbst haben?"
"B-WF-AK-RS-FLL-F";"Gibt es gemeinnützige Aktivitäten, die Ihnen besonders am Herzen liegen?"
"B-WF-AK-RS-FLL-F";"Besuchen Sie gerne kulturelle Veranstaltungen in Ihrer Freizeit, wie zum Beispiel Konzerte, Theater oder Ausstellungen?"
"B-WF-AK-RS-FLL-F";"Gibt es bestimmte kulturelle Ereignisse, auf die Sie sich in Ihrer Freizeit freuen?"
"B-WF-AK-RS-FLL-F";"Treiben Sie regelmäßig Sport in Ihrer Freizeit? Wenn ja, welche Sportart(en) bevorzugen Sie?"
"B-WF-AK-RS-FLL-F";"Welche sportlichen Aktivitäten bringen Ihnen in Ihrer Freizeit am meisten Freude?"
"B-WF-AK-RS-FLL-F";"Haben Sie bestimmte Vorlieben bezüglich der Bücher, die Sie in Ihrer Freizeit lesen?"
"B-WF-AK-RS-FLL-F";"Welches Buch hat Sie in letzter Zeit besonders fasziniert?"
"B-WF-AK-RS-FLL-F";"Wie gestalten Sie gerne Ihren Urlaub in Ihrer Freizeit?"
"B-WF-AK-RS-FPP-*";"Ich habe deinen Erfahrungsbericht im Server gelesen. Ich wollte einfach mal nachfragen"
"B-WF-AK-RS-FPP-*";"Haben Sie in letzter Zeit Veränderungen in Ihrer Ernährung bemerkt?"
"B-WF-AK-RS-FPP-*";"Welche Hobbys oder Interessen verfolgen Sie momentan?"
"B-WF-AK-RS-FPP-*";"Gibt es spezielle Themen oder Situationen, die aktuell besonders belastend für Sie sind?"
"B-WF-AK-RS-FPP-*";"Wie erleben Sie Ihre sozialen Beziehungen derzeit?"
"B-WF-AK-RS-FPP-*";"Haben sich in letzter Zeit Veränderungen in Ihrem Schlafverhalten gezeigt?"
"B-WF-AK-RS-FPP-*";"In welcher Weise wirkt sich Ihr aktuelles emotionales Wohlbefinden auf Ihren Alltag aus?"
"B-WF-AK-RS-FPP-*";"Darf ich kurz fragen, wie alt du bist?"
"B-WF-AK-RS-FPP-*";"Und was mich noch interessieren würde, wie alt bist du denn eigentlich?"
"B-WF-AK-RS-FPP-*";"Wie sieht dein soziales/familiäres Umfeld aus?"
"B-WF-AK-RS-FPP-*";"Wenn deine Mutter immer am Arbeiten ist, kann ich mir vorstellen, dass du die meiste Zeit auf ihn aufpasst?"
"B-WF-AK-RS-FPP-*";"Wie geht es dir denn aktuell mit deinem Konsum?"
"B-WF-AK-RS-FPP-*";"Wie gelingt dir das aktuell?"
"B-WF-AK-RS-FPP-*";"Welches thema beschäftigt dich denn aktuell am meisten?"
"B-WF-AK-RS-FPP-*";"Hast du noch mal bezüglich eines Klinikaufenthalts nachgedacht?"
"B-WF-AK-RS-FPP-*";"Wie empfinden Sie die aktuelle Arbeitsbelastung?"
"B-WF-AK-RS-FPP-*";"Haben Sie in letzter Zeit irgendwelche Veränderungen in Ihrem Schlafmuster bemerkt?"
"B-WF-AK-RS-FPP-*";"Welche Art von Freizeitaktivitäten machen Sie in Ihrer Freizeit"
"B-WF-AK-RS-FPP-*";"Wie gehen Sie mit Stress oder belastenden Situationen um?"
"B-WF-AK-RS-FVE-*";"Das sind interessante Neuigkeiten. Wie kam es dazu und wie geht es dir mit dem Entzug?"
"B-WF-AK-RS-FVE-*";"Erzähl mal, wie sieht deine Tagesroutine aus, seitdem du dich auf positive Veränderungen fokussierst? Gibt es bestimmte Gewohnheiten, die du etabliert hast?"
"B-WF-AK-RS-FVE-*";"Welche konkreten Ziele setzt du dir momentan, um deine persönliche Entwicklung voranzutreiben? Hast du bereits erste Schritte unternommen?"
"B-WF-AK-RS-FVE-*";"Ich erinnere mich, dass du nach neuen Lernmöglichkeiten gesucht hast. Hast du etwas Passendes gefunden, und wie läuft der Lernprozess für dich?"
"B-WF-AK-RS-FVE-*";"Könntest du über deine Erfahrungen beim Austausch mit Gleichgesinnten berichten? Hat der Kontakt zu anderen, die ähnliche Veränderungen anstreben, einen positiven Einfluss auf dich?"
"B-WF-AK-RS-FVE-*";"In unserem letzten Gespräch hast du über die Bedeutung von Achtsamkeit gesprochen. Wie integrierst du diese Prinzipien in deinen Alltag, und welchen Einfluss hat es auf dein Wohlbefinden?"
"B-WF-AK-RS-FVE-*";"Welche Hindernisse siehst du derzeit auf deinem Weg zu persönlichem Wachstum, und wie planst du, sie zu überwinden?"
"B-WF-AK-RS-FVE-*";"Wie klappt denn momentan die Überbrückung bis zur Klinik?"
"B-WF-AK-RS-FVE-*";"Wollte mal fragen, wie es mittlerweile so bei dir aussieht? Wie war denn das Gespräch mit der Sozialarbeiterin?"
"B-WF-AK-RS-FVE-*";"Ich habe gerade gelesen, dass du kürzlich mit einer Psychose zu kämpfen hattest. Wie geht es dir denn mittlerweile?"
"B-WF-AK-RS-FVE-*";"Ist das noch aktuell bei dir?"
"B-WF-AK-RS-FVE-*";"Wie gestaltet sich der Prozess der Selbstreflexion für dich? Hast du Fortschritte bemerkt?"
"B-WF-AK-RS-FVE-*";"Habe gehört, du hast dich dazu entschlossen, beruflich eine neue Richtung einzuschlagen. Wie fühlt sich das für dich an, und welche Pläne hast du dafür?"
"B-WF-AK-RS-FVE-*";"Wie gehst du mit den Herausforderungen in deiner aktuellen Lebensphase um? Gibt es bestimmte Strategien, die dir dabei helfen?"
"B-WF-AK-RS-FVE-*";"Du hattest vor einiger Zeit von deinem Interesse an persönlichem Wachstum gesprochen. Inwiefern hast du seitdem neue Ansätze oder Methoden ausprobiert?"
"B-WF-AK-RE-FEL-*";"Ich habe bemerkt, dass du in letzter Zeit etwas still warst. Möchtest du darüber sprechen, was in dir vorgeht?"
"B-WF-AK-RE-FEL-*";"Ich habe bemerkt, dass du heute nicht so fröhlich wirkst wie sonst. Möchtest du darüber sprechen, was los ist?"
"B-WF-AK-RE-FEL-*";"Manchmal können Worte eine Last lindern. Gibt es etwas, worüber du gerne sprechen würdest?"
"B-WF-AK-RE-FEL-*";"Es ist in Ordnung, nicht immer stark zu sein. Wie geht es dir wirklich?"
"B-WF-AK-RE-FEL-*";"Es gibt Tage, an denen wir uns einfach anders fühlen. Wie ist es heute für dich?"
"B-WF-AK-RE-FEL-*";"Ich interessiere mich für deine Gefühle. Möchtest du darüber sprechen, wie dein Tag war?"
"B-WF-AK-RE-FEL-*";"Wenn du magst, können wir darüber reden, was in deinem Inneren vorgeht. Ich bin hier für dich."
"B-WF-AK-RE-FEL-*";"Ich bin hier, um zuzuhören. Wenn du mir erzählen möchtest, wie es dir geht, bin ich bereit."
"B-WF-AK-RE-FEL-*";"Hast du das Gefühl, dass etwas dich belastet oder beschäftigt? Ich bin hier, um zuzuhören."
"B-WF-AK-RE-FEL-*";"Ich kann spüren, dass heute etwas anders ist. Möchtest du darüber reden, was los ist?"
"B-WF-AK-RE-FEL-*";"Mir ist aufgefallen, dass du in letzter Zeit öfter nachdenklich wirkst. Gibt es etwas, das dich beschäftigt?"
"B-WF-AK-RE-FEL-*";"Wenn du möchtest, kannst du mir mehr über deine Gefühle erzählen. Ich bin hier, um zuzuhören, ohne zu urteilen."
"B-WF-AK-RE-FEL-*";"Es sieht so aus, als ob etwas dich beschäftigt. Wenn du darüber sprechen möchtest, bin ich bereit, zuzuhören."
"B-WF-AK-RE-FEL-*";"Habe ich richtig wahrgenommen, dass etwas dich heute belastet? Wenn ja, magst du mir darüber erzählen?"
"B-WF-AK-RE-FEL-*";"Es scheint, als ob etwas auf deinem Herzen liegt. Wenn du darüber sprechen möchtest, bin ich hier."
